requested_amount_usd,application_date,request_title,screening_score,region_code,employment_tenure,debt_to_income
4000.0,2008-10-26,loan request to help me for the future!,638.0,il,< 1 year,3.12
25000.0,2008-10-26,student loan to become a producer,,or,4 years,-1.0
6000.0,2008-10-26,downpayment/rent,,ca,< 1 year,-1.0
3500.0,2008-10-26,paying my rent,,ca,< 1 year,-1.0
1500.0,2008-10-26,bill pay,494.0,md,10+ years,1.54
15000.0,2008-10-26,repayment of personal loan,614.0,wa,2 years,19.28
7000.0,2008-10-26,,,tx,< 1 year,99999.0
16000.0,2008-10-26,credit card consolidation,623.0,ky,3 years,21.4
6000.0,2008-10-26,want to be a pilot,678.0,sc,< 1 year,345.71
23000.0,2008-10-27,refi fixed schedule loans - not cc's,,ca,3 years,-1.0
1500.0,2008-10-27,help me to get a better bathroom.,490.0,ca,10+ years,0.63
5000.0,2008-10-27,personal,718.0,ny,< 1 year,39.09
20000.0,2008-10-27,need a loan for investment purposes,749.0,va,< 1 year,1.59
3000.0,2008-10-27,personal,564.0,oh,2 years,3.66
4000.0,2008-10-27,betterzate,,tx,5 years,-1.0
3000.0,2008-10-27,,616.0,ny,3 years,20.38
15000.0,2008-10-27,house project&credit cards,721.0,ga,10+ years,4.57
15000.0,2008-10-27,consolidation loan,643.0,md,< 1 year,36.42
15000.0,2008-10-27,student loan at a better rate,696.0,md,< 1 year,21.16
10000.0,2008-10-27,consolidate debt,676.0,ca,9 years,19.31
15000.0,2008-10-27,consolidate,624.0,il,10+ years,3.68
20000.0,2008-10-27,,654.0,nh,1 year,29.65
9000.0,2008-10-27,in need of loan-good risk,590.0,ri,10+ years,1.67
10000.0,2008-10-27,refinancing card at a better rate,729.0,tx,5 years,17.39
15000.0,2008-10-27,goodbye credit cards,680.0,ri,10+ years,22.66
1000.0,2008-10-27,hospital bill,494.0,va,2 years,25.04
3500.0,2008-10-27,starting over,622.0,or,< 1 year,33.4
10000.0,2008-10-27,ncti paramedic school,,ca,4 years,-1.0
5000.0,2008-10-27,land el paso tx,435.0,ca,3 years,60.0
4500.0,2008-10-27,recent college graduate relocating,663.0,oh,5 years,22.62
13133.0,2008-10-27,,684.0,mn,4 years,30.5
25000.0,2008-10-27,retired navy vet needs financing,,sc,1 year,-1.0
6000.0,2008-10-27,portfolio expansion,,ga,< 1 year,-1.0
3500.0,2008-10-27,one bill i'd like to get rid of,584.0,tx,1 year,26.5
15000.0,2008-10-27,get rid of credit card debts,506.0,tx,1 year,76.37
5000.0,2008-10-27,consolidating outstanding debt,518.0,mi,8 years,26.24
10000.0,2008-10-27,son's education,633.0,mi,10+ years,10.61
25000.0,2008-10-27,school loan,625.0,sc,4 years,54.3
5000.0,2008-10-27,,736.0,ca,2 years,28.76
5500.0,2008-10-27,school loan,512.0,mn,< 1 year,4.8
4000.0,2008-10-27,debt,559.0,tx,< 1 year,14.17
1000.0,2008-10-27,personal loan,0.0,wa,1 year,14.4
25000.0,2008-10-27,loan for debt consolidation,644.0,ga,5 years,32.29
25000.0,2008-10-27,credit card refinance,,tx,3 years,-1.0
5000.0,2008-10-27,student loan,,wy,10+ years,-1.0
6000.0,2008-10-27,,691.0,tx,5 years,13.24
5000.0,2008-10-27,working capital needed,620.0,wa,1 year,32.33
5000.0,2008-10-27,college tuition and expenses,524.0,co,< 1 year,2.78
10000.0,2008-10-27,keep up the good work,647.0,tx,3 years,29.05
15000.0,2008-10-27,debt consolidation for matt k,,az,1 year,-1.0
3000.0,2008-10-27,landscaping buiness,383.0,mi,5 years,0.0
2000.0,2008-10-27,personal loan,583.0,ky,< 1 year,5.48
12000.0,2008-10-27,,,de,< 1 year,99999.0
2000.0,2008-10-27,personal,452.0,pa,9 years,22.96
1500.0,2008-10-27,need deposit for an apartment,646.0,nj,2 years,17.52
8000.0,2008-10-27,bryans college,602.0,il,10+ years,20.91
3000.0,2008-10-27,help with bills,548.0,al,6 years,23.84
5000.0,2008-10-27,just want a chance to to live...,691.0,ar,< 1 year,22.23
20000.0,2008-10-27,personal loan,674.0,mi,6 years,36.28
3000.0,2008-10-27,,649.0,ma,2 years,36.1
9000.0,2008-10-27,consolidate,685.0,ky,10+ years,12.31
15000.0,2008-10-27,help me get back on track!,472.0,co,5 years,24.46
2000.0,2008-10-27,car loan and one credit card,625.0,az,7 years,11.8
7000.0,2008-10-27,,704.0,wi,< 1 year,0.83
5000.0,2008-10-27,bit of a jam.,0.0,ca,< 1 year,0.0
15000.0,2008-10-27,to start new moving business,560.0,tx,1 year,15.8
10000.0,2008-10-27,paying my debt,616.0,nv,1 year,48.8
25000.0,2008-10-27,comerical loan,639.0,ga,< 1 year,71.66
5000.0,2008-10-27,starting a small business,0.0,tx,< 1 year,0.0
25000.0,2008-10-27,im in the peace corps,578.0,pa,< 1 year,74.4
15000.0,2008-10-27,consolidate,677.0,az,8 years,22.34
5000.0,2008-10-27,help,,ky,2 years,-1.0
9500.0,2008-10-27,,681.0,tx,1 year,27.05
5000.0,2008-10-27,,704.0,ks,2 years,0.82
1000.0,2008-10-27,personal,589.0,de,8 years,27.69
13200.0,2008-10-27,,719.0,ca,7 years,31.33
8500.0,2008-10-27,1 monthly bill,697.0,ar,7 years,15.75
1000.0,2008-10-27,real estate investment,714.0,oh,10+ years,35.45
3500.0,2008-10-27,car,488.0,pa,1 year,0.97
14000.0,2008-10-27,consolidate debt,,wa,< 1 year,-1.0
25000.0,2008-10-27,"escavation, advertising, consolidation",668.0,ny,2 years,16.39
3500.0,2008-10-27,school loan,439.0,fl,4 years,22.66
1100.0,2008-10-27,shortterm loan,466.0,or,1 year,5.08
25000.0,2008-10-27,pay off,565.0,pa,1 year,20.31
4000.0,2008-10-27,personal loan,672.0,ma,1 year,0.43
9000.0,2008-10-27,moving loan,694.0,ca,< 1 year,33.12
25000.0,2008-10-27,school loan needed,605.0,oh,3 years,1.02
2000.0,2008-10-27,personal loan,661.0,nv,3 years,30.34
3000.0,2008-10-27,bills,573.0,ca,5 years,11.63
6450.0,2008-10-27,"car paid off, next is credit card debt",0.0,tx,10+ years,0.0
20000.0,2008-10-27,biz will generate $500-$750 a day profit,615.0,ga,< 1 year,17.16
3000.0,2008-10-27,get financing together,586.0,az,4 years,15.75
15000.0,2008-10-27,consolidate crdit cards,669.0,va,3 years,12.98
12000.0,2008-10-27,expanding business,434.0,pa,< 1 year,26.4
25000.0,2008-10-28,living out life purpose,659.0,ca,< 1 year,26.56
10500.0,2008-10-28,help me become a substitute teacher!,596.0,ca,< 1 year,138.0
10000.0,2008-10-28,,705.0,ca,< 1 year,0.0
12000.0,2008-10-28,,,ca,6 years,99999.0
15000.0,2008-10-28,personal loan,,ct,1 year,0.0
1000.0,2008-10-28,flight for friends funeral to leesburg,653.0,fl,1 year,1.0
5000.0,2008-10-28,personal,574.0,pa,< 1 year,4.35
4000.0,2008-10-28,payoff high interest loans,600.0,al,6 years,9.73
7000.0,2008-10-28,motorcycle,,tx,< 1 year,-1.0
3000.0,2008-10-28,new home material,762.0,pa,7 years,4.41
10000.0,2008-10-28,help! don't let another family walk away,541.0,ny,10+ years,2.43
1000.0,2008-10-28,in want to be a nurse,425.0,pa,5 years,1.88
5000.0,2008-10-28,desperate to complete school degree,483.0,fl,8 years,2.35
10000.0,2008-10-28,new equipment,682.0,ca,8 years,37.18
20000.0,2008-10-28,capital for growing consulting business,749.0,ma,< 1 year,12.23
4500.0,2008-10-28,personal -,528.0,il,10+ years,3.57
2500.0,2008-10-28,just a little help...,698.0,fl,< 1 year,7.06
2000.0,2008-10-28,nursing school...help!,0.0,or,< 1 year,15.6
10000.0,2008-10-28,,791.0,sc,< 1 year,34.7
15500.0,2008-10-28,i'm paying off a loan and other debt,626.0,mn,10+ years,30.22
3500.0,2008-10-28,were moving to make a better life!!!,420.0,ga,1 year,8.88
25000.0,2008-10-28,lower rate consolidation of credit cards,706.0,wa,6 years,26.57
25000.0,2008-10-28,operating capital,759.0,az,< 1 year,45.85
11000.0,2008-10-28,financial help,635.0,fl,1 year,30.92
4500.0,2008-10-28,purchase a vending machine route,701.0,wa,2 years,5.43
6000.0,2008-10-28,upgrading my business- sugar shack,0.0,sc,5 years,0.0
25000.0,2008-10-28,small business credit lines frozen! help,737.0,ga,1 year,26.58
10500.0,2008-10-28,paying off credit cards,721.0,il,6 years,10.15
10000.0,2008-10-28,,,ny,< 1 year,99999.0
5000.0,2008-10-28,pay off property taxes and credit card,634.0,ny,10+ years,30.87
5000.0,2008-10-28,,684.0,mi,3 years,28.34
10000.0,2008-10-28,,745.0,tx,5 years,2.97
4000.0,2008-10-28,clean up credit,568.0,va,4 years,29.71
10000.0,2008-10-28,pay back the bank.,425.0,sc,< 1 year,6.42
10000.0,2008-10-28,,698.0,mn,10+ years,63.97
6000.0,2008-10-28,education loan for wife,672.0,tx,2 years,29.74
2000.0,2008-10-28,paying for a certification class,460.0,nj,2 years,0.0
15000.0,2008-10-28,consolidate credit cards,659.0,ny,9 years,17.69
8000.0,2008-10-28,,589.0,ca,2 years,0.0
15000.0,2008-10-28,we need a break,637.0,ca,10+ years,16.53
5000.0,2008-10-28,hope's new car,576.0,wv,< 1 year,32.83
22000.0,2008-10-28,,648.0,va,10+ years,7.91
4000.0,2008-10-28,small boat purchase,675.0,fl,< 1 year,1.49
20000.0,2008-10-28,lussy kageabnousi,725.0,ca,6 years,16.06
5000.0,2008-10-28,car financing,0.0,ga,1 year,2.57
15000.0,2008-10-28,pay off high interst loans,642.0,al,2 years,45.55
3000.0,2008-10-28,need help fast,433.0,tx,4 years,31.76
3000.0,2008-10-28,engagement ring loan,,wa,2 years,-1.0
10000.0,2008-10-28,peace of mind,609.0,la,1 year,18.06
5000.0,2008-10-28,multiple sclerosis bills,566.0,nj,< 1 year,5.14
20000.0,2008-10-28,,,ny,5 years,99999.0
25000.0,2008-10-28,business equipment to accomodate growth,674.0,ga,9 years,32.85
4000.0,2008-10-28,"pay day loan trap, help!",521.0,pa,4 years,31.8
6000.0,2008-10-28,loving father,576.0,or,< 1 year,10.87
10000.0,2008-10-28,rental remodel,,hi,10+ years,-1.0
5000.0,2008-10-28,,634.0,fl,3 years,70.35
6000.0,2008-10-28,,692.0,nj,< 1 year,30.31
15000.0,2008-10-28,15000 to payoff higher interest loans,632.0,ri,5 years,14.99
13750.0,2008-10-28,help me payoff my credit cards! please!!,575.0,ca,4 years,33.06
15000.0,2008-10-28,a little business,683.0,mi,< 1 year,72.05
9000.0,2008-10-28,,704.0,il,6 years,29.72
14000.0,2008-10-28,please help,657.0,mo,10+ years,18.9
10000.0,2008-10-28,,762.0,oh,1 year,27.66
20000.0,2008-10-28,,686.0,va,10+ years,28.01
10000.0,2008-10-28,,685.0,co,< 1 year,25.34
4500.0,2008-10-28,foxfire,0.0,ca,10+ years,0.0
3000.0,2008-10-28,student loan,552.0,fl,< 1 year,120.0
24000.0,2008-10-28,purchase equipment,656.0,wa,< 1 year,9.77
13000.0,2008-10-28,mobile home,743.0,ca,7 years,17.76
5000.0,2008-10-28,paying off credit cards and other misc.,630.0,va,< 1 year,25.09
10000.0,2008-10-28,,656.0,ok,< 1 year,28.52
3000.0,2008-10-28,,0.0,fl,7 years,0.0
3000.0,2008-10-28,aaron's loan request,571.0,mn,1 year,15.63
10000.0,2008-10-28,auto and credit cards,634.0,ca,10+ years,25.64
25000.0,2008-10-28,fast growing company expanding,671.0,ny,2 years,16.88
10000.0,2008-10-28,college & brokers license,639.0,ca,< 1 year,2.01
25000.0,2008-10-28,debt consolidation loan,704.0,ri,10+ years,16.97
2500.0,2008-10-28,single mom and child trying to move,725.0,ny,< 1 year,15.4
10000.0,2008-10-28,seeking loan,505.0,mo,< 1 year,0.0
7000.0,2008-10-28,,668.0,fl,< 1 year,26.06
1000.0,2008-10-28,fix a dfas error,691.0,tx,6 years,15.55
25000.0,2008-10-28,consolidate two current loans,629.0,ks,6 years,49.2
5000.0,2008-10-28,andrew's loan,,ks,< 1 year,-1.0
7500.0,2008-10-28,expenses for a new home,696.0,ny,1 year,3.7
5000.0,2008-10-28,education loan,689.0,mo,2 years,35.82
5000.0,2008-10-28,pay off bad debt,580.0,ma,< 1 year,14.63
4000.0,2008-10-28,personal loan,510.0,ct,< 1 year,6.6
2000.0,2008-10-28,this money will be a certified return,552.0,ma,1 year,7.58
12500.0,2008-10-28,consolidation of credit card debt,666.0,fl,10+ years,29.35
4600.0,2008-10-28,debt management,534.0,ca,4 years,18.13
15000.0,2008-10-28,masters degree,749.0,ma,< 1 year,30.15
5000.0,2008-10-28,"help with debt, honeymoon, and improveme",666.0,co,< 1 year,25.69
10000.0,2008-10-28,pay off credit card,510.0,fl,6 years,6.42
2500.0,2008-10-28,car loan,702.0,mi,1 year,19.87
4251.28,2008-10-28,,,de,2 years,99999.0
16000.0,2008-10-28,,674.0,tx,10+ years,27.71
4000.0,2008-10-28,credit refinance,534.0,wi,2 years,27.65
1000.0,2008-10-29,personal loan,434.0,tx,5 years,2.6
10000.0,2008-10-29,,670.0,ca,5 years,7.02
25000.0,2008-10-29,fresh start loan.,498.0,ga,2 years,27.09
3000.0,2008-10-29,personal,745.0,mt,10+ years,17.66
5000.0,2008-10-29,family in need of loan,493.0,ri,< 1 year,0.0
1000.0,2008-10-29,moving expenses,625.0,pa,< 1 year,37.5
10000.0,2008-10-29,pellet furnace and christmas,466.0,ny,7 years,4.37
18000.0,2008-10-29,consolidate debt & moving expenses,667.0,ks,2 years,26.54
3000.0,2008-10-29,personal,518.0,il,1 year,117.97
5500.0,2008-10-29,paying for everything,521.0,fl,4 years,29.08
1000.0,2008-10-29,investor testing lending side,680.0,fl,1 year,5.27
5000.0,2008-10-29,personal loat,522.0,ri,4 years,36.29
25000.0,2008-10-29,equipment,564.0,mo,< 1 year,13.61
9000.0,2008-10-29,need help consolidating debt,556.0,ct,9 years,23.88
15000.0,2008-10-29,,,pa,5 years,99999.0
15000.0,2008-10-29,get out of debt,680.0,tx,6 years,16.8
1500.0,2008-10-29,used auto,712.0,ar,< 1 year,0.0
5000.0,2008-10-29,free from debt,525.0,ny,3 years,33.52
6000.0,2008-10-29,melissa's medical and dental expenses,593.0,al,10+ years,24.19
20000.0,2008-10-29,mba student loan,661.0,ga,< 1 year,3048.0
8500.0,2008-10-29,consolidate debt,443.0,ok,< 1 year,0.0
3000.0,2008-10-29,debt consolidating.,694.0,fl,10+ years,26.72
25000.0,2008-10-29,new media firm seeks working capital,669.0,ca,7 years,23.52
25000.0,2008-10-29,consolidate credit cards,,ca,< 1 year,-1.0
10000.0,2008-10-29,private education loan,0.0,fl,< 1 year,7.35
7500.0,2008-10-29,need a very short term loan!!!,714.0,il,3 years,6.21
5000.0,2008-10-29,school,621.0,ct,< 1 year,2.97
5000.0,2008-10-29,personal,0.0,ma,6 years,0.99
3500.0,2008-10-29,loan to consolidate debt,746.0,nj,< 1 year,18.48
3000.0,2008-10-29,we need to move & we need first payment.,504.0,pa,6 years,14.33
12000.0,2008-10-29,,694.0,ok,2 years,22.8
20000.0,2008-10-29,down payment for rehab project,704.0,ma,< 1 year,19.44
9500.0,2008-10-29,refinance 2005 mercedes,,fl,< 1 year,-1.0
6000.0,2008-10-29,consolidate 3 credit cards,690.0,tx,< 1 year,35.64
10000.0,2008-10-29,debt consolidation home repair,435.0,mi,< 1 year,0.0
3000.0,2008-10-29,buy car,498.0,fl,10+ years,0.0
5000.0,2008-10-29,snow plow,672.0,ny,10+ years,22.69
20000.0,2008-10-29,landscape,544.0,az,10+ years,28.61
25000.0,2008-10-29,short term,699.0,fl,6 years,0.0
2500.0,2008-10-29,,672.0,ma,7 years,38.19
10000.0,2008-10-29,make the woman of my dreams mine forever,651.0,tx,10+ years,11.46
10000.0,2008-10-29,student loan,,ma,1 year,-1.0
6000.0,2008-10-29,student loan,571.0,ny,1 year,9.75
2000.0,2008-10-29,school,,oh,< 1 year,-1.0
15000.0,2008-10-29,,794.0,oh,2 years,31.44
25000.0,2008-10-29,off season working capital,660.0,or,3 years,0.54
10000.0,2008-10-29,student needs loan,557.0,il,< 1 year,97.85
2500.0,2008-10-29,pay past due balance,,ca,8 years,-1.0
5000.0,2008-10-29,,637.0,ca,< 1 year,2.51
20000.0,2008-10-29,carry over loan,603.0,nj,10+ years,39.39
6000.0,2008-10-29,get out of debt,460.0,nj,10+ years,13.9
6000.0,2008-10-29,i need to get out of debt,564.0,ga,10+ years,1.14
4000.0,2008-10-29,personal,407.0,ar,1 year,17.71
3000.0,2008-10-29,debt consolidation,611.0,nj,< 1 year,5.54
5000.0,2008-10-29,purchasing establish small business.,552.0,wa,4 years,13.52
5000.0,2008-10-29,,,il,< 1 year,99999.0
1200.0,2008-10-29,my dream,626.0,mi,10+ years,0.0
10000.0,2008-10-29,teeth,664.0,nv,4 years,1.52
2500.0,2008-10-29,coasta rica trip and vehicle engine work,677.0,pa,4 years,16.78
25000.0,2008-10-29,in need of business loan,786.0,ca,1 year,22.3
20000.0,2008-10-29,private loan,602.0,ny,3 years,0.0
6000.0,2008-10-29,engagement ring,749.0,mn,4 years,7.15
10000.0,2008-10-29,,688.0,ny,10+ years,40.55
3500.0,2008-10-29,personal/school loan,607.0,oh,< 1 year,0.0
1500.0,2008-10-29,,653.0,mo,4 years,4.8
8500.0,2008-10-29,debt,617.0,tx,10+ years,15.86
6500.0,2008-10-29,car repair,552.0,va,6 years,39.79
3000.0,2008-10-29,medical expenses,656.0,tx,1 year,14.68
15000.0,2008-10-29,,681.0,ny,7 years,34.42
8000.0,2008-10-29,private school loan,588.0,pa,4 years,80.75
17500.0,2008-10-29,auto refinance,611.0,ca,10+ years,14.95
5000.0,2008-10-29,money needed,519.0,md,10+ years,11.37
20000.0,2008-10-29,,649.0,ny,4 years,15.92
8000.0,2008-10-29,,,al,1 year,99999.0
8000.0,2008-10-29,student loans,0.0,tx,2 years,10.16
6000.0,2008-10-29,moving to new job in nyc,679.0,ma,1 year,7.16
17000.0,2008-10-29,,701.0,tx,2 years,28.18
8000.0,2008-10-29,business expansion,688.0,ga,10+ years,36.51
4500.0,2008-10-29,,697.0,sc,< 1 year,0.82
3500.0,2008-10-29,catching up on bills,572.0,va,< 1 year,55.91
14500.0,2008-10-29,leon debt consolidation,657.0,tx,1 year,6.72
6000.0,2008-10-29,,617.0,nm,< 1 year,6.23
17000.0,2008-10-29,,692.0,wv,2 years,13.63
25000.0,2008-10-29,living expenses,524.0,mo,< 1 year,525600.0
9000.0,2008-10-29,,722.0,fl,< 1 year,10.15
5000.0,2008-10-29,equipment for restaurant,652.0,ny,< 1 year,17.07
8000.0,2008-10-29,home improvement,,nv,1 year,-1.0
3000.0,2008-10-29,pay off capital one,560.0,az,10+ years,55.68
15000.0,2008-10-29,,690.0,md,8 years,47.84
1000.0,2008-10-29,my future,0.0,tx,1 year,0.0
15000.0,2008-10-29,consolidate loans,692.0,fl,< 1 year,2.49
25000.0,2008-10-29,debt consolidation,650.0,va,1 year,34.3
7000.0,2008-10-29,gmac won't cooperate,461.0,fl,1 year,11.94
10000.0,2008-10-29,consolidating my debts,,ca,< 1 year,-1.0
2500.0,2008-10-29,starting new computer business,493.0,fl,3 years,5.93
25000.0,2008-10-29,credit card refinance,645.0,il,1 year,39.55
4000.0,2008-10-29,"1.5 yrs into school, can't secure loan.",600.0,mi,< 1 year,14.13
6000.0,2008-10-29,reliable transportation,554.0,az,< 1 year,15.04
5000.0,2008-10-29,student loan,467.0,tx,< 1 year,56.57
10000.0,2008-10-29,pay off high interest store cards,587.0,ca,1 year,20.52
2500.0,2008-10-29,robs loan,482.0,pa,< 1 year,30.19
7500.0,2008-10-29,consolidate high interest store cards,638.0,ca,10+ years,30.88
6000.0,2008-10-29,education,715.0,ga,10+ years,30.35
12500.0,2008-10-29,please help to make it possible,573.0,az,4 years,9.49
1000.0,2008-10-29,car,488.0,il,< 1 year,134.83
12500.0,2008-10-29,consolidation,652.0,ca,2 years,10.68
3000.0,2008-10-29,pay off credit cards,668.0,hi,3 years,40.35
6000.0,2008-10-29,pay off bofa visa,,ca,10+ years,99999.0
5000.0,2008-10-29,deposit fees for housing,727.0,nh,< 1 year,0.0
5000.0,2008-10-29,insurance marketing for medicare,559.0,ca,4 years,4.98
3500.0,2008-10-29,looking to consolidate credit card debt.,478.0,il,1 year,28.08
15000.0,2008-10-29,kill the bills,676.0,or,5 years,38.23
2500.0,2008-10-29,debt consolidation,0.0,tx,< 1 year,5.4
11000.0,2008-10-30,consolidate two credit cards,,co,2 years,-1.0
22000.0,2008-10-30,,686.0,ny,2 years,27.85
15000.0,2008-10-30,,732.0,nj,7 years,25.72
8000.0,2008-10-30,trying to fix my credit,476.0,ny,< 1 year,0.0
4500.0,2008-10-30,consolidate student loans,485.0,tx,< 1 year,24.41
4000.0,2008-10-30,amex and citibank off the radar,690.0,ct,10+ years,17.63
20000.0,2008-10-30,,685.0,al,4 years,25.33
5000.0,2008-10-30,need to consolidate debt..,642.0,fl,1 year,13.95
10000.0,2008-10-30,i really need this loan!!!!!!!,685.0,sc,7 years,0.0
2500.0,2008-10-30,paying off last debt!!!,664.0,oh,< 1 year,8.63
5000.0,2008-10-30,home improvement,632.0,ms,5 years,20.07
5525.0,2008-10-30,medical loan for mandy abernathy,503.0,va,3 years,16.42
15000.0,2008-10-30,credit rebuilding loan,429.0,oh,8 years,21.39
2000.0,2008-10-30,update  electric box and re wire house,498.0,ma,10+ years,0.0
3000.0,2008-10-30,,692.0,nm,5 years,33.76
6000.0,2008-10-30,need to get braces,694.0,ny,5 years,2.34
25000.0,2008-10-30,private,461.0,mi,3 years,20.4
25000.0,2008-10-30,student loan,447.0,mi,< 1 year,34.46
1000.0,2008-10-30,small loan to pay off  bills,462.0,fl,3 years,7.99
5000.0,2008-10-30,debt relief & down payment,611.0,tx,1 year,20.6
20000.0,2008-10-30,student loan,670.0,la,< 1 year,36.72
8000.0,2008-10-30,debt consolidation,616.0,ma,2 years,2.86
20000.0,2008-10-30,to help with school,,ny,< 1 year,-1.0
7000.0,2008-10-30,,,ca,6 years,99999.0
13000.0,2008-10-30,,676.0,ct,10+ years,0.0
10000.0,2008-10-30,nurse looking for help,,va,1 year,-1.0
5000.0,2008-10-30,want out of debt!,583.0,ks,< 1 year,31.09
25000.0,2008-10-30,debt consolidation,673.0,al,10+ years,27.65
20000.0,2008-10-30,,642.0,md,3 years,34.7
20000.0,2008-10-30,$1mil biz needs opperating and expansion,644.0,wa,8 years,26.5
5000.0,2008-10-30,looking to pay off a few cards :-),,ca,< 1 year,-1.0
20000.0,2008-10-30,new restaurant,525.0,vt,< 1 year,0.92
1000.0,2008-10-30,paying off rent,578.0,mi,1 year,0.0
6000.0,2008-10-30,personal cosolidation,694.0,co,6 years,9.56
1000.0,2008-10-30,personal loan,561.0,ks,3 years,712.5
20000.0,2008-10-30,judannle,623.0,ca,4 years,3.94
5000.0,2008-10-30,,650.0,fl,< 1 year,5.4
15000.0,2008-10-30,,723.0,il,7 years,7.95
1000.0,2008-10-30,getting caught up,499.0,wa,< 1 year,6.0
1500.0,2008-10-30,bills and more bills,614.0,oh,1 year,10.57
4000.0,2008-10-30,a ring for the love of my life,675.0,ca,5 years,15.33
1200.0,2008-10-30,focusing on education,669.0,tx,< 1 year,56.55
25000.0,2008-10-30,qualified borrower,724.0,sc,8 years,10.26
15000.0,2008-10-30,consolidate debt,696.0,ca,10+ years,4.24
1000.0,2008-10-30,need to pay off some bills!,465.0,fl,2 years,5.71
