requested_amount_usd,application_date,request_title,screening_score,debt_to_income_text,region_code,employment_tenure_text,policy_code
3500,2008-12-17,Medical,518,36.84%,FL,< 1 year,0
1000,2008-12-17,just using this to get my credit score,614,2.96%,MA,3 years,0
12000,2008-12-18,house investment,659,13.56%,NV,1 year,0
4000,2008-12-18,Getting back what I lost,575,5.27%,CA,4 years,0
5000,2008-12-18,loans with bad credit,,-1%,MD,9 years,0
5000,2008-12-18,ITT TECH LOAN,,-1%,TX,< 1 year,0
3000,2008-12-18,paying down my debt,422,22.62%,MI,10+ years,0
7000,2008-12-18,Burleson Land Services Business Loan,695,19.51%,TX ,4 years,0
2500,2008-12-18,College education for two,553,31.02%,CT,< 1 year,0
1000,2008-12-18,Needing a Break!,643,1.23%,VA,6 years,0
12800,2008-12-18, ,743,49.75%,MA,6 years,0
10000,2008-12-18, ,,99999%,PA,3 years,0
1000,2008-12-18,holiday,438,0%,IL,< 1 year,0
8700,2008-12-18, ,,99999%,DE,6 years,0
3000,2008-12-18,Trying to pay off credit cards,486,396%,AL,1 year,0
15000,2008-12-18,Year end bridge loan,518,38.50%,CA,< 1 year,0
10000,2008-12-18,"40 and Debt Free, Part II",740,26.99%,NY,1 year,0
15000,2008-12-18,Seasonal business,706,35.32%,CA,1 year,0
2000,2008-12-18,School Tuition,0,0%,CA,2 years,0
7500,2008-12-18, ,680,4.83%,NY,4 years,0
1000,2008-12-18,NEED A LOAN,555,4.88%,OH,1 year,0
6000,2008-12-18,Consolidation Loan ,599,22.84%,PA,< 1 year,0
5000,2008-12-18,For Lawyer,,-1%,MN,< 1 year,0
15000,2008-12-18,KLTArchitects Business Loan,558,12.07%,FL,2 years,0
5000,2008-12-18,Fresh Start for a New Year,662,10.34%,GA,10+ years,0
2000,2008-12-18,need money for  Rent ,464,18.59%,CA,10+ years,0
5000,2008-12-18, ,,99999%,NY,5 years,0
1000,2008-12-18,Dedicated to getting out of debt,617,9.50%,AL,< 1 year,0
15000,2008-12-18,Business Launch ,494,13.22%,OH,1 year,0
1000,2008-12-18,Paying off,431,23.82%,SC,3 years,0
15000,2008-12-18,plowngo enterprise,475,0%,OH,< 1 year,0
1500,2008-12-18,Personal Loan,563,20.29%,UT,< 1 year,0
15000,2008-12-18,Need Your Help to Grow My Business,512,60.98%,VA,< 1 year,0
15000,2008-12-18,Job Creation,,-1%,CA,1 year,0
15000,2008-12-18,Personal Loan,714,2.27%,CA,2 years,0
4000,2008-12-18,Saving my home,468,0%,CA,< 1 year,0
15000,2008-12-18,Business Expansion Loan,672,3.46%,TX,10+ years,0
8000,2008-12-18,"Cash coming, but no cash on-hand",580,8.45%,FL,6 years,0
1000,2008-12-18,just trying to get credit straight,,-1%,VA,9 years,0
15000,2008-12-18,pay off my two major credit card,727,126.92%,CA,10+ years,0
15000,2008-12-18,Southern Lane Kennels,628,0.41%,SC,2 years,0
6000,2008-12-18,Emergency Money forMe and My Son,,-1%,MI,3 years,0
2000,2008-12-18,Consolidating credit cards,512,8.94%,NY,2 years,0
7000,2008-12-18,Loan for College; Architecture Major,703,11.60%,TX,< 1 year,0
20000,2008-12-18, ,659,41.74%,GA,1 year,0
5500,2008-12-18, ,624,8.14%,MS,< 1 year,0
3000,2008-12-18,Home inprovement project,526,3%,MN,< 1 year,0
5000,2008-12-18, ,684,9.50%,NV,1 year,0
3000,2008-12-18,Starting Small Business,601,3.98%,TX,10+ years,0
15000,2008-12-18, ,,99999%,VA,8 years,0
4000,2008-12-18,personal loan,0,0%,PA,1 year,0
5000,2008-12-18,personal loan,602,28.68%,OH,9 years,0
10000,2008-12-18, ,678,30.98%,TX ,3 years,0
5000,2008-12-18,Bills,621,0%,MI,10+ years,0
5000,2008-12-18,Looking to refinance credit cards,540,28.80%,MI,10+ years,0
14000,2008-12-18,LifeTrack,622,8.53%,CA,2 years,0
15000,2008-12-18,business needs loan for updated truck,514,9.72%,MO,1 year,0
1000,2008-12-18,Christmas Loan,0,0%,GA ,2 years,0
8000,2008-12-18,Making my life better for tomorrow.,567,3.55%,KS,1 year,0
14000,2008-12-18,Green Energy,,-1%,GA,1 year,0
10000,2008-12-18, ,,99999%,NY,7 years,0
2500,2008-12-18,Liana,474,19.98%,AZ,6 years,0
15000,2008-12-18,Cut up my high interest credit cards,642,35.67%,TX,< 1 year,0
25000,2008-12-18,Funds for Exciting Startup Business,,-1%,NY,6 years,0
6000,2008-12-18, ,663,0.96%,MA,4 years,0
5000,2008-12-18,Refinance,546,12.51%,PA,4 years,0
8000,2008-12-18,Credit Card Refinance and Elimination,660,46.78%,CO,10+ years,0
2500,2008-12-18,"personal debt, and christmas gifts",514,626.67%,NM,10+ years,0
15000,2008-12-18,Consolidation In Progress,661,34.04%,GA,4 years,0
15000,2008-12-18,Closing Costs,644,2.99%,VA,10+ years,0
1000,2008-12-18,approve for a loan,557,0%,NJ,5 years,0
5000,2008-12-18,Personal loan,417,16.37%,NJ,3 years,0
3000,2008-12-18,Bad Credit,515,108.60%,CA,5 years,0
2875,2008-12-18,Debt,0,0%,WA,< 1 year,0
15000,2008-12-18,Rental Property + Debt reduction,770,5.61%,CA,1 year,0
15000,2008-12-18,New Dad thinks ahead,525,21.72%,NY,5 years,0
24150,2008-12-18, ,724,30.54%,MD,4 years,0
15000,2008-12-18,Income Producing Property,688,9.65%,UT,5 years,0
12000,2008-12-18, ,648,40.20%,PA,4 years,0
2000,2008-12-18,Its my Last semester...,628,38.23%,OH,8 years,0
20000,2008-12-18, ,,99999%,LA,10+ years,0
5000,2008-12-18,Dave's debts,,-1%,AK,< 1 year,0
1000,2008-12-18,Medical  expences,552,10.48%,NJ,3 years,0
1000,2008-12-18,pay my vendor,667,57.02%,WA,2 years,0
1000,2008-12-18,Jamileh Ahmed,545,41.04%,MO,< 1 year,0
5000,2008-12-18, ,,99999%,CA,9 years,0
15000,2008-12-18,Pay off Debt forever.  ,630,147%,GA,1 year,0
20000,2008-12-18, ,693,28.94%,FL,2 years,0
10000,2008-12-18,Small business loan,557,22.16%,MO,< 1 year,0
15000,2008-12-18,Reinvesting in my future,641,25.32%,CA,2 years,0
15000,2008-12-18,expanding ,,-1%,WA,6 years,0
10000,2008-12-18, ,747,0.22%,IL,< 1 year,0
1000,2008-12-18,bills,523,0%,CA,< 1 year,0
9000,2008-12-18,Helping out Family,645,5.33%,HI,5 years,0
4000,2008-12-18,Used Car Purchase,638,1.92%,PA,< 1 year,0
15000,2008-12-18,consolidate dept,565,20.85%,MD,< 1 year,0
9000,2008-12-18,Paying off Bills,689,8.40%,NY,2 years,0
1000,2008-12-18,Buying a Laptop,,-1%,PA,2 years,0
5200,2008-12-18,outboard motor,714,17.37%,FL,< 1 year,0
15000,2008-12-18,Branson's BBQ needs a jumpstart,634,13.13%,WI,5 years,0
15000,2008-12-18,Debt Consolidation,628,28.50%,CT,1 year,0
10000,2008-12-18,School Loan,552,42.15%,IL,1 year,0
5000,2008-12-18,Marketing Costs,450,4.90%,CO,1 year,0
12000,2008-12-18,personal loan,727,0%,CA,< 1 year,0
15000,2008-12-18,Debt consolidation,668,36.11%,MN,5 years,0
15000,2008-12-18,Investment Property Rehab ,717,16.18%,CT,10+ years,0
6000,2008-12-18,personal loan ,565,11.48%,NV,< 1 year,0
2000,2008-12-18,"Baby on the way, desperatly need a car.",0,0%,OK,< 1 year,0
8000,2008-12-18,Completing Astrophysics Degree,657,24.65%,AZ,< 1 year,0
15000,2008-12-18,Looking to consolidate all debt,637,18.26%,TX,3 years,0
15000,2008-12-18,ownership in real estate brokerage ,675,9.01%,OH,10+ years,0
7000,2008-12-18,Prevent Home Foreclosure,496,10.40%,CA,< 1 year,0
7000,2008-12-18,Car Loan...trustworthy,643,1.60%,FL,< 1 year,0
15000,2008-12-18,Just Had a baby and need to pay the bill,,-1%,CA,6 years,0
10000,2008-12-18,BarberShop Business Startup Capital,524,0%,NJ,3 years,0
1000,2008-12-19,pay bills,,-1%,OH,3 years,0
6500,2008-12-19,Pay off college related debt,662,21.32%,WA,6 years,0
3900,2008-12-19,Sinking in debt,530,18.91%,NY,3 years,0
10000,2008-12-19,Need a Loan,478,43.74%,PA,4 years,0
7000,2008-12-19, ,688,25.65%,CA,5 years,0
5000,2008-12-19,Line of credit,712,22.73%,OH,10+ years,0
15000,2008-12-19,Grow my business,616,11.72%,CA,5 years,0
2000,2008-12-19, ,712,68.61%,KS,10+ years,0
2500,2008-12-19,"Purchace of 54""flat screen television",429,17.80%,NY,10+ years,0
15000,2008-12-19,Loan for expanding of business,,-1%,MA,2 years,0
15000,2008-12-19,personal loan,571,16.09%,SC,10+ years,0
4500,2008-12-19,BUYING,0,0%,AL,1 year,0
7000,2008-12-19,credit card payoff,669,10.41%,MA,8 years,0
15000,2008-12-19,3 sets of (garment) samples,709,39.88%,NY,6 years,0
12000,2008-12-19,Credit card rate unreasonable,797,0%,PA,10+ years,0
2000,2008-12-19,Pay Bills,495,15.69%,KY,7 years,0
2000,2008-12-19,Loan for a college education ,,-1%,TX,2 years,0
2000,2008-12-19,Pay bills,541,4.43%,KY,2 years,0
5000,2008-12-19, ,675,28.12%,WI,2 years,0
6000,2008-12-19,personal,685,14.44%,CO,< 1 year,0
17000,2008-12-19, ,704,30.41%,FL,3 years,0
6000,2008-12-19,PERSONAL LOAN,701,16.28%,FL,10+ years,0
1000,2008-12-19,Back From Maternity Leave and Broke...,0,2.52%,FL,6 years,0
1000,2008-12-19,saddleback college loan,0,60%,CA,< 1 year,0
5000,2008-12-19,09 Debt Free From High Rate Credit Cards,659,34.05%,NJ,4 years,0
9200,2008-12-19,Lower Rate and Pay Off Sooner,669,21.50%,TX,3 years,0
1500,2008-12-19,Credit card Consolidation,493,17.04%,CA,< 1 year,0
7000,2008-12-19, ,658,31.13%,MN,4 years,0
1600,2008-12-19,I need some debt relief,548,8.28%,IL,2 years,0
3500,2008-12-19, ,708,8.77%,GA,4 years,0
15000,2008-12-19,Business Machine Repair,681,76.08%,OR,5 years,0
5000,2008-12-19,PLEASE HELP ME GET BACK ON TRACK LOAN ,,-1%,TX ,5 years,0
1000,2008-12-19,Dont want to lose my apartment home,532,0%,DC,< 1 year,0
15000,2008-12-19,Artist/Fashion designer needing help.,0,0%,FL,< 1 year,0
13500,2008-12-19, ,677,9.86%,PA,4 years,0
1000,2008-12-19,Car Finance,0,0%,OK,< 1 year,0
10000,2008-12-19,Personal loan,666,15.21%,NH,2 years,0
10000,2008-12-19,Startup Needs Funds - Bridge Investments,628,106.26%,CA,< 1 year,0
8500,2008-12-19,home down payment,638,0.21%,CA,2 years,0
6000,2008-12-19,Consolidating Credit Cards,622,36.48%,CA,< 1 year,0
5500,2008-12-19,Loan needed to move and pay for school,717,2.31%,TX,2 years,0
1000,2008-12-19,Tuition Loan,0,0%,NJ,< 1 year,0
15000,2008-12-19,student loan,643,12.20%,CA,3 years,0
18420,2008-12-19, ,676,35.37%,OR,3 years,0
6400,2008-12-19,Student entrepreneur seeks college loan,645,32.44%,NY ,1 year,0
7500,2008-12-19,Bad Credit/Consolidation Loan,512,22.75%,MD,< 1 year,0
15000,2008-12-19,consolidate debt,525,23.91%,NM,2 years,0
6950,2008-12-19, ,623,10.46%,PA,2 years,0
1500,2008-12-19,Holiday Money,548,0%,OK,1 year,0
2000,2008-12-19,BILLS,481,7.62%,OH,1 year,0
2000,2008-12-19,Personal loan ,,-1%,TX,< 1 year,0
3000,2008-12-19,Need a little help,421,52.11%,TX,10+ years,0
5000,2008-12-19,"Bad rates, need new ones",499,12.18%,WI,2 years,0
15000,2008-12-19,Initial Business Loan,781,25.13%,IL,7 years,0
3000,2008-12-19,Personal Loan,,-1%,TX,< 1 year,0
12000,2008-12-19,Carpet and Upholstery Cleaning Business ,0,0%,SC,< 1 year,0
15000,2008-12-19,PERSONAL,658,42.90%,NY,3 years,0
2800,2008-12-19,just4meloan,0,0%,PA,5 years,0
6025,2008-12-19,fines loan,516,0%,WV,3 years,0
1000,2008-12-19,Auto Loan,0,0%,TX,1 year,0
10000,2008-12-19,Business start-up,677,28.28%,CA,2 years,0
15000,2008-12-19,credit  cad debt,462,0%,LA,< 1 year,0
10000,2008-12-19,Business start-up,677,10.72%,CA,2 years,0
2500,2008-12-19,Car repair & Tuition ,0,0%,CA,1 year,0
12000,2008-12-19,family emergency loan,645,11.31%,CA,3 years,0
1000,2008-12-19,Cali Dream,0,0%,UT,< 1 year,0
15000,2008-12-19,Citi Pay Off,665,26.73%,IL,1 year,0
10000,2008-12-19,POS upgrade,693,14.70%,CO,4 years,0
15000,2008-12-19,Help me finish school,,-1%,KY,< 1 year,0
15000,2008-12-19,Tutoring Franchise,647,25.42%,CA,1 year,0
6000,2008-12-19, ,652,8.39%,PA,2 years,0
1700,2008-12-19,education,538,60%,FL,< 1 year,0
4500,2008-12-19,Family Needs Quick Help!!,437,0%,PA,2 years,0
9900,2008-12-19,major purchase,,-1%,WA,3 years,0
5000,2008-12-19,personal,476,16.82%,WV,8 years,0
5000,2008-12-19,Relieve Me of Stress,467,18.67%,CO,10+ years,0
15000,2008-12-19,Expanding an existing eBay business,546,0%,WA,< 1 year,0
15000,2008-12-19,Rogers Rossigion,678,28.49%,TX,10+ years,0
6000,2008-12-19,Need Temporary Help With Expenses,739,10.36%,NY,1 year,0
5000,2008-12-20,KITCHEN IMPROVEMENT,806,14.54%,MI,< 1 year,0
10000,2008-12-20,Business Loan for growing  business,671,25.01%,CA,6 years,0
2000,2008-12-20,Pay up past due bills and mortgage,,-1%,IL,< 1 year,0
6500,2008-12-20,Small Business loan,515,18.84%,CA,< 1 year,0
15000,2008-12-20,Renovating kitchen,448,1.65%,MD,< 1 year,0
1500,2008-12-20,Taking that next step!,667,45.99%,MS,1 year,0
10000,2008-12-20,Temporary Operating Capital,693,33.78%,GA,< 1 year,0
5000,2008-12-20,Pay off short term cash advances.,498,9.36%,MA,10+ years,0
10000,2008-12-20, ,655,2.76%,NY,3 years,0
14000,2008-12-20,New Product Patent and Manufacturing,482,0%,CA,2 years,0
15000,2008-12-20,Business Owner Looking to Reduce High %,,-1%,FL,4 years,0
1200,2008-12-20,financial help,628,9.54%,NY,10+ years,0
2500,2008-12-20, ,679,1.48%,TX,3 years,0
5000,2008-12-20,new career,539,11.79%,LA,< 1 year,0
20000,2008-12-20, ,625,42.35%,TX,3 years,0
8200,2008-12-20,I love my car!,0,0%,CO,3 years,0
15000,2008-12-20,Starting a new career,764,15.96%,MD,2 years,0
15000,2008-12-20,15000,,-1%,NY,3 years,0
5000,2008-12-20,Debt Consolidation,573,2.92%,AZ,< 1 year,0
7500,2008-12-20, Fixing my heat,413,6.22%,AK,9 years,0
13500,2008-12-20, ,668,0.81%,GA,< 1 year,0
15000,2008-12-20,New Family looking to get out from under,686,41.68%,CA,3 years,0
1000,2008-12-20,need to get car fixed,501,18.24%,PA,8 years,0
12000,2008-12-20,Wedding Loan,652,23.25%,CA,2 years,0
10000,2008-12-20, ,,99999%,NJ,< 1 year,0
5000,2008-12-20,Debt Loan,474,6.61%,NY,1 year,0
8000,2008-12-20,dept manager,484,0%,VA,2 years,0
5000,2008-12-20,Debt consolidation/Build Credit  ,592,15.04%,CO,10+ years,0
9000,2008-12-20,Ty Stockle,601,31.89%,CA,2 years,0
15000,2008-12-20, ,,99999%,PA,7 years,0
8000,2008-12-20,personel,621,13.07%,CO,< 1 year,0
7000,2008-12-20,pay off debt,451,18.39%,TX,10+ years,0
15000,2008-12-20,Help please,583,32.40%,SD,< 1 year,0
15000,2008-12-20,Please help me,,-1%,TX,3 years,0
1000,2008-12-20,Trading,692,10.08%,PA ,< 1 year,0
7000,2008-12-20,consolidate credit cards,592,23.04%,MA,2 years,0
10000,2008-12-20, ,733,0.54%,VA,2 years,0
3000,2008-12-20,pay for a wedding ring,703,12.36%,NY,< 1 year,0
15000,2008-12-20,used credit cards to finish law school,624,33.73%,FL,1 year,0
6000,2008-12-20,Dental and Personal,596,17.59%,PA,< 1 year,0
8000,2008-12-20,Credit Card Consolidating,571,19.65%,AR,< 1 year,0
1600,2008-12-20,Personal Loan ,0,0%,MN,< 1 year,0
5000,2008-12-20, ,649,26.97%,CA,2 years,0
15000,2008-12-20,High APR Credit Card Pay Off,672,34.67%,TX,< 1 year,0
4000,2008-12-20,Debt Consolidation loan,456,25.71%,VA,3 years,0
15000,2008-12-20,forclosure house,577,32.61%,PA,2 years,0
8000,2008-12-20,Housework and Art,507,1.93%,NY,< 1 year,0
5000,2008-12-20,personal loan,491,18.67%,AL,3 years,0
15000,2008-12-20,25k loan,518,42.13%,FL,8 years,0
7500,2008-12-20, ,644,3.02%,NY,2 years,0
15000,2008-12-20,iBOT Wheelchair Purchase,634,22.91%,TX,4 years,0
15000,2008-12-20,Material ,662,7.74%,WA,5 years,0
1000,2008-12-20,Personal,0,0%,FL,< 1 year,0
3000,2008-12-20,Help With College Education,425,86.18%,TX,1 year,0
10000,2008-12-20,Student Cardit Card Consolidation,626,9.91%,CO,< 1 year,0
15000,2008-12-20,Amazingly Sustainable Vegan Juice Co.,,-1%,CA,1 year,0
15000,2008-12-20,Financed Inventory in Credit Cards,711,44.12%,CA,10+ years,0
3000,2008-12-20,Road bike for aspiring professional,578,23.25%,VA,< 1 year,0
10000,2008-12-20, ,667,39.24%,DE,2 years,0
7500,2008-12-20,student loan,0,9.69%,DE,2 years,0
1300,2008-12-20,Pay off credit card debt,557,9.43%,NJ,10+ years,0
15000,2008-12-20, ,672,67.27%,MO,2 years,0
15000,2008-12-20,Business loan for single mom,653,27.34%,AZ,< 1 year,0
10000,2008-12-20,Short term Rental Assisstance,508,9.76%,PA,5 years,0
12000,2008-12-20,Get back my life!,569,32.80%,GA,2 years,0
1000,2008-12-20,Trying to get way from here.,489,42%,DC,< 1 year,0
10000,2008-12-20,dept consolidation,648,13.13%,WA,5 years,0
15000,2008-12-20,Please help me pay for medical school,584,72.24%,NY,< 1 year,0
10000,2008-12-20,Shannon's Loan,477,6.72%,OH,1 year,0
6000,2008-12-20,Need help quick,690,9.36%,CA,1 year,0
5000,2008-12-20,At wvu and need a new truck.,648,10.75%,WV,< 1 year,0
15000,2008-12-20,borrower,634,23.98%,CA,< 1 year,0
1200,2008-12-21,Debt relief and home improvement,,-1%,OR,10+ years,0
20000,2008-12-21, ,,99999%,UT,5 years,0
10000,2008-12-21,personal loan,,-1%,FL,< 1 year,0
15000,2008-12-21,Consolidating 2 credit cards,643,4.06%,MD,2 years,0
5000,2008-12-21,Consolidate my Debt,597,22.93%,NV,< 1 year,0
15000,2008-12-21,down payment of home that I'm living in,635,5.83%,IL,6 years,0
1000,2008-12-21,LOAN FOR MEDICAL PROCEDURE,406,6.98%,GA,2 years,0
12000,2008-12-21,loan for guzfla,546,2.26%,FL,10+ years,0
11000,2008-12-21,Credit card-LJ,,-1%,CA,< 1 year,0
6000,2008-12-21,alfasher,722,8.44%,PA,10+ years,0
7000,2008-12-21,Motorcycle,509,18.68%,FL,3 years,0
15000,2008-12-21,surgery,718,0.80%,NY,2 years,0
15000,2008-12-21,Education,606,9.52%,PA,2 years,0
7000,2008-12-21,business loan,653,11.09%,AL,1 year,0
15000,2008-12-21,Business Start and Debt Consolidation,445,21.84%,CA,8 years,0
8000,2008-12-21,Credit Card Refinance,739,11.12%,SC,10+ years,0
1000,2008-12-21,Teacher needs a helping hand,466,25.24%,CA,10+ years,0
18700,2008-12-21, ,,99999%,CA,8 years,0
15000,2008-12-21,Looking to Consolidate Credit Card Debt,703,25.51%,OH,< 1 year,0
10000,2008-12-21,business,,-1%,OH,< 1 year,0
4000,2008-12-21,Hard times loan,541,31.99%,AZ,10+ years,0
9000,2008-12-21,Better rates,692,29.07%,KS,1 year,0
7500,2008-12-21,peronal loan to help disabled woman,453,3.40%,MI,2 years,0
3000,2008-12-21,kitchen remod,709,6.88%,CA,10+ years,0
10700,2008-12-21,School,696,140.52%,FL,4 years,0
5000,2008-12-21,Personal Loan,500,31.13%,CA,< 1 year,0
15000,2008-12-21,Business Loan for expenses and lawyer,594,9.78%,IL,< 1 year,0
15000,2008-12-21,HERE GOES NOTHING!,592,12.73%,WA,5 years,0
15000,2008-12-21,Greenified Homes,540,0.72%,GA,< 1 year,0
1000,2008-12-21,christmas ,,-1%,NH,< 1 year,0
5000,2008-12-21,student loan consolidation,609,9.58%,OH,3 years,0
1000,2008-12-21,personal,549,63.60%,VA ,1 year,0
15000,2008-12-21,"Excellent Credit, Need Reliable Car",665,16.40%,OH,2 years,0
4000,2008-12-21,debt payoff,744,27.02%,OK,5 years,0
11000,2008-12-21,Just One,591,24.31%,GA,7 years,0
1000,2008-12-21,emergency,515,8.28%,OH,1 year,0
1000,2008-12-21,Pay off some medical expenses,0,0%,CA,2 years,0
3000,2008-12-21,Car Loan,0,0%,OH,1 year,0
3500,2008-12-21,Consolidate debt,429,11.83%,MD,2 years,0
2000,2008-12-21,Medical Loan,,-1%,NY,2 years,0
1500,2008-12-21,Personal Loan,,-1%,CA,< 1 year,0
12000,2008-12-21,School/Living expenses Loan,510,0%,TX,< 1 year,0
3500,2008-12-21,Searching for a used car loan.,640,21.25%,AL,3 years,0
15000,2008-12-21,HIGH APR DEBT CONOLIDATION,672,20.26%,MD,1 year,0
10000,2008-12-21,Caught a little short,672,9.05%,MA,< 1 year,0
15000,2008-12-21,grow pm,674,0%,GA,3 years,0
10000,2008-12-21,Home,637,3%,FL,3 years,0
15000,2008-12-21,Dunlap Credit debt,650,9.98%,TX,6 years,0
10000,2008-12-21,i'm in need of help,,-1%,FL,< 1 year,0
15000,2008-12-21,Pay Off Bills,639,20.81%,NY,< 1 year,0
5000,2008-12-21,Medical Expenses for Cardiac Care,598,19.48%,MD,3 years,0
12000,2008-12-21,Student,687,8.28%,PA,10+ years,0
5000,2008-12-21,PERSONAL,633,23.49%,NY,4 years,0
2500,2008-12-21,Mobile Startup Seeks Investment Partner,644,5.56%,MA,1 year,0
5000,2008-12-21,English Teacher in China,592,3.68%,OR,1 year,0
13700,2008-12-21,Loan for Culinary School,,-1%,AR,< 1 year,0
2000,2008-12-21, ,,99999%,FL ,9 years,0
15000,2008-12-21,Business Loan,0,0%,TX,5 years,0
8500,2008-12-22,Getting out of debt,630,7.10%,WA,< 1 year,0
15000,2008-12-22,Website Aquisition,,-1%,OH,10+ years,0
15000,2008-12-22, ,669,9.76%,PA,3 years,0
10000,2008-12-22, ,702,29.47%,GA,9 years,0
4500,2008-12-22,MEDICAL,0,0%,FL,10+ years,0
1000,2008-12-22,Art and music loan,528,0%,FL,< 1 year,0
15000,2008-12-22,Debt,699,35.54%,TX,< 1 year,0
6000,2008-12-22, ,,99999%,FL,10+ years,0
12000,2008-12-22, ,761,55.27%,PA,10+ years,0
15000,2008-12-22,Debt Consolidation,668,33.04%,FL,1 year,0
15000,2008-12-22,Loan and Debt Consolidation,563,26.27%,CA,10+ years,0
6000,2008-12-22,Fran Maggio,674,7.86%,FL,10+ years,0
6000,2008-12-22,Back on track,606,22.40%,MN,3 years,0
10000,2008-12-22, ,671,3.27%,KY,2 years,0
3800,2008-12-22,getting out,538,8.87%,IL,10+ years,0
4000,2008-12-22, ,655,19.38%,AZ,2 years,0
3000,2008-12-22,Business boost,,-1%,CA,6 years,0
1700,2008-12-22,NO WHER TO TURN TO,636,17.29%,AL,8 years,0
5000,2008-12-22, ,682,26.21%,CA,< 1 year,0
10000,2008-12-22,"Own House, mid-class relief",658,44.69%,DE,2 years,0
9500,2008-12-22,Clear out Debt + Rebuild Credit,509,0%,MA,1 year,0
5000,2008-12-22,pay bills,,-1%,MN,< 1 year,0
1000,2008-12-22,Help family with electic bill,502,11.35%,FL,3 years,0
17000,2008-12-22, ,735,61.52%,OK,1 year,0
1500,2008-12-22,Get out of Debt,646,50.03%,FL,< 1 year,0
12000,2008-12-22,Army Soldier needs help,511,40.34%,WA,3 years,0
3000,2008-12-22,Starting Over,483,52.93%,FL,< 1 year,0
15000,2008-12-22,credit card ,610,20.29%,MA,4 years,0
15000,2008-12-22,consolidate to 1 payment ,673,37.77%,RI,6 years,0
7500,2008-12-22,Catch up on back taxes,442,15.43%,NJ,4 years,0
1200,2008-12-22,CATCHING UP AFTER THE MOVE,462,10.42%,CA,4 years,0
1000,2008-12-22,unsecured personal loan,510,14.59%,PA,1 year,0
11000,2008-12-22, ,715,67.13%,NY,2 years,0
13000,2008-12-22,Keeping head above water,640,25.14%,NY,6 years,0
10000,2008-12-22,starting a business,530,18.93%,AR,2 years,0
15000,2008-12-22,debt,,-1%,NY,1 year,0
4000,2008-12-22,MCC School Loan,,-1%,TX,3 years,0
